Refreshed_At,Status,Message,Raw_Articles,Normalized_Events,Asset_Signals,Provider,Lookback_Hours
2026-09-19T23:33:17.956829+00:00,OK,Live catalyst refresh completed.,50,14,107,Alpha Vantage NEWS_SENTIMENT,36
