Refresh_Time,Ticker_Count_Configured,Ticker_Count_Exported,Price_Rows,Start_Date,End_Date,Failed_Tickers,VOO_In_Prices,VOO_In_Returns,Missing_Price_Values,Missing_Return_Values,MA_Metrics_Rows,MA_Latest_Rows,MA_Wide_Columns,Status
2026-09-04 18:50:32,67,67,379,2025-03-05,2026-09-04,,True,True,271,3,25393,67,1073,Success
