Date,Ticker,Price,EMA20,MA30,MA50,MA100,MA200,AboveEMA20,Pct_Above_EMA20,Above30,Pct_Above_30,Above50,Pct_Above_50,Above100,Pct_Above_100,Above200,Pct_Above_200
2026-08-05,XBI,153.009995,151.271474,154.456333,146.500911,138.220378,129.49386,Yes,0.011493,No,-0.009364,Yes,0.04443,Yes,0.107,Yes,0.1816
2026-08-06,XBI,154.5,151.578953,154.615999,146.926526,138.548273,129.729664,Yes,0.019271,No,-0.00075,Yes,0.051546,Yes,0.115135,Yes,0.190938
2026-08-07,XBI,157.369995,152.130481,154.808666,147.387563,138.884088,129.968018,Yes,0.034441,Yes,0.016545,Yes,0.067729,Yes,0.133103,Yes,0.210836
2026-08-10,XBI,158.029999,152.692339,154.896999,147.83103,139.223706,130.21271,Yes,0.034957,Yes,0.020226,Yes,0.068991,Yes,0.13508,Yes,0.21363
2026-08-11,XBI,158.070007,153.204498,154.888999,148.261311,139.594494,130.468754,Yes,0.031758,Yes,0.020537,Yes,0.066158,Yes,0.132351,Yes,0.211555
2026-08-12,XBI,159.389999,153.793594,154.926999,148.779332,139.966293,130.730203,Yes,0.036389,Yes,0.028807,Yes,0.071318,Yes,0.138774,Yes,0.219229
2026-08-13,XBI,156.860001,154.085632,154.937333,149.363838,140.332973,130.97487,Yes,0.018005,Yes,0.012409,Yes,0.050187,Yes,0.11777,Yes,0.197634
2026-08-14,XBI,157.410004,154.402239,154.835666,149.917985,140.691267,131.206355,Yes,0.01948,Yes,0.016626,Yes,0.049974,Yes,0.118833,Yes,0.199713
2026-08-17,XBI,159.529999,154.890597,154.792999,150.442802,141.092339,131.446399,Yes,0.029953,Yes,0.030602,Yes,0.060403,Yes,0.130678,Yes,0.213651
2026-08-18,XBI,160.110001,155.387683,154.667666,151.074125,141.455455,131.694521,Yes,0.030391,Yes,0.035187,Yes,0.059811,Yes,0.131876,Yes,0.215768
2026-08-19,XBI,169.550003,156.736476,154.887,151.899044,141.91317,131.985113,Yes,0.081752,Yes,0.094669,Yes,0.116202,Yes,0.194745,Yes,0.284615
2026-08-20,XBI,163.380005,157.369193,154.857,152.541621,142.352243,132.240872,Yes,0.038196,Yes,0.055038,Yes,0.071052,Yes,0.147716,Yes,0.235473
2026-08-21,XBI,165.729996,158.16546,155.080333,153.281748,142.822907,132.52257,Yes,0.047827,Yes,0.068672,Yes,0.081212,Yes,0.160388,Yes,0.250579
2026-08-24,XBI,164.169998,158.73732,155.374666,153.912952,143.18856,132.805529,Yes,0.034224,Yes,0.056607,Yes,0.066642,Yes,0.14653,Yes,0.236168
2026-08-25,XBI,169.100006,159.724243,155.829667,154.621776,143.595321,133.107313,Yes,0.0587,Yes,0.085159,Yes,0.093636,Yes,0.177615,Yes,0.270404
2025-02-26,XLB,43.086441,,,,,,,,,,,,,,,
2025-02-27,XLB,42.794701,,,,,,,,,,,,,,,
2025-02-28,XLB,43.159386,,,,,,,,,,,,,,,
2025-03-03,XLB,42.293858,,,,,,,,,,,,,,,
2025-03-04,XLB,41.720089,,,,,,,,,,,,,,,
2025-03-05,XLB,42.809288,,,,,,,,,,,,,,,
2025-03-06,XLB,42.585609,,,,,,,,,,,,,,,
2025-03-07,XLB,42.702309,,,,,,,,,,,,,,,
2025-03-10,XLB,41.812473,,,,,,,,,,,,,,,
2025-03-11,XLB,41.491554,,,,,,,,,,,,,,,
2025-03-12,XLB,41.29705,,,,,,,,,,,,,,,
2025-03-13,XLB,41.267879,,,,,,,,,,,,,,,
2025-03-14,XLB,41.807613,,,,,,,,,,,,,,,
2025-03-17,XLB,42.332764,,,,,,,,,,,,,,,
2025-03-18,XLB,42.259827,,,,,,,,,,,,,,,
2025-03-19,XLB,42.400837,,,,,,,,,,,,,,,
2025-03-20,XLB,42.1334,,,,,,,,,,,,,,,
2025-03-21,XLB,41.715225,,,,,,,,,,,,,,,
2025-03-24,XLB,42.280499,,,,,,,,,,,,,,,
2025-03-25,XLB,42.270725,42.25266,,,,,Yes,0.000428,,,,,,,,
2025-03-26,XLB,42.348896,42.261825,,,,,Yes,0.00206,,,,,,,,
2025-03-27,XLB,42.329357,42.268257,,,,,Yes,0.001446,,,,,,,,
2025-03-28,XLB,41.552536,42.200093,,,,,No,-0.015345,,,,,,,,
2025-03-31,XLB,42.006901,42.181694,,,,,No,-0.004144,,,,,,,,
2025-04-01,XLB,42.163246,42.179937,,,,,No,-0.000396,,,,,,,,
2025-04-02,XLB,42.510124,42.211383,,,,,Yes,0.007077,,,,,,,,
2025-04-03,XLB,40.590065,42.056972,,,,,No,-0.034879,,,,,,,,
2025-04-04,XLB,38.049519,41.67531,,,,,No,-0.087001,,,,,,,,
2025-04-07,XLB,37.438808,41.271833,,,,,No,-0.092873,,,,,,,,
2025-04-08,XLB,36.285793,40.796972,41.649892,,,,No,-0.110576,No,-0.12879,,,,,,
2025-04-09,XLB,39.456585,40.669316,41.528897,,,,No,-0.029819,No,-0.0499,,,,,,
2025-04-10,XLB,38.196091,40.433771,41.37561,,,,No,-0.055342,No,-0.076845,,,,,,
2025-04-11,XLB,39.329559,40.328608,41.247949,,,,No,-0.024773,No,-0.046509,,,,,,
2025-04-14,XLB,39.803471,40.278595,41.164936,,,,No,-0.011796,No,-0.033073,,,,,,
2025-04-15,XLB,39.490788,40.203566,41.090626,,,,No,-0.017729,No,-0.038934,,,,,,
2025-04-16,XLB,39.182987,40.106368,40.96975,,,,No,-0.023023,No,-0.043612,,,,,,
2025-04-17,XLB,39.451702,40.044019,40.865286,,,,No,-0.014792,No,-0.034591,,,,,,
2025-04-21,XLB,38.850765,39.930375,40.736901,,,,No,-0.027037,No,-0.0463,,,,,,
2025-04-22,XLB,39.759499,39.914102,40.668469,,,,No,-0.003873,No,-0.022351,,,,,,
2025-04-23,XLB,39.808353,39.90403,40.612362,,,,No,-0.002398,No,-0.019797,,,,,,
2025-04-24,XLB,40.668232,39.976811,40.591402,,,,Yes,0.017296,Yes,0.001893,,,,,,
2025-04-25,XLB,40.365318,40.013812,40.561316,,,,Yes,0.008785,No,-0.004832,,,,,,
2025-04-28,XLB,40.438606,40.054269,40.515683,,,,Yes,0.009595,No,-0.001902,,,,,,
2025-04-29,XLB,40.775711,40.122977,40.463781,,,,Yes,0.016268,Yes,0.007709,,,,,,
2025-04-30,XLB,40.985794,40.20515,40.421313,,,,Yes,0.019417,Yes,0.013965,,,,,,
2025-05-01,XLB,40.805027,40.262282,40.368119,,,,Yes,0.01348,Yes,0.010823,,,,,,
2025-05-02,XLB,41.493908,40.379579,40.346803,,,,Yes,0.027596,Yes,0.028431,,,,,,
2025-05-05,XLB,41.186111,40.456392,40.329166,,,,Yes,0.018037,Yes,0.021249,,,,,,
2025-05-06,XLB,40.888084,40.497505,40.282752,,,,Yes,0.009645,Yes,0.015027,,,,,,
2025-05-07,XLB,40.663345,40.5133,40.229173,41.021934,,,Yes,0.003704,Yes,0.010792,No,-0.008741,,,,
2025-05-08,XLB,41.205654,40.579238,40.191065,40.984318,,,Yes,0.015437,Yes,0.025244,Yes,0.0054,,,,
2025-05-09,XLB,41.313133,40.649133,40.157191,40.954687,,,Yes,0.016335,Yes,0.028785,Yes,0.008752,,,,
2025-05-12,XLB,42.270725,40.80357,40.18113,40.936914,,,Yes,0.035957,Yes,0.052004,Yes,0.032582,,,,
2025-05-13,XLB,42.060638,40.923291,40.182921,40.93225,,,Yes,0.027792,Yes,0.046729,Yes,0.027567,,,,
2025-05-14,XLB,41.674679,40.994852,40.166636,40.931341,,,Yes,0.016583,Yes,0.037545,Yes,0.018161,,,,
2025-05-15,XLB,42.099731,41.100078,40.152956,40.91715,,,Yes,0.024322,Yes,0.048484,Yes,0.028902,,,,
2025-05-16,XLB,42.529663,41.236229,40.217609,40.916031,,,Yes,0.031366,Yes,0.057489,Yes,0.039438,,,,
2025-05-19,XLB,42.63715,41.36965,40.37053,40.914728,,,Yes,0.030638,Yes,0.056145,Yes,0.042098,,,,
2025-05-20,XLB,42.563869,41.483386,40.541366,40.929756,,,Yes,0.026046,Yes,0.049887,Yes,0.039925,,,,
2025-05-21,XLB,41.997128,41.532313,40.731744,40.939867,,,Yes,0.011192,Yes,0.031066,Yes,0.025825,,,,
2025-05-22,XLB,41.953163,41.572394,40.814963,40.95299,,,Yes,0.009159,Yes,0.027887,Yes,0.024422,,,,
2025-05-23,XLB,41.870102,41.600747,40.93743,40.965034,,,Yes,0.006475,Yes,0.022783,Yes,0.022094,,,,
2025-05-27,XLB,42.602951,41.696195,41.046543,40.980941,,,Yes,0.021747,Yes,0.037918,Yes,0.03958,,,,
2025-05-28,XLB,42.021561,41.727183,41.120479,40.974717,,,Yes,0.007055,Yes,0.021913,Yes,0.025549,,,,
2025-05-29,XLB,42.177906,41.770109,41.21005,40.973078,,,Yes,0.009763,Yes,0.023486,Yes,0.029405,,,,
2025-05-30,XLB,42.182785,41.809411,41.310043,40.968717,,,Yes,0.00893,Yes,0.021127,Yes,0.029634,,,,
2025-06-02,XLB,42.43195,41.8687,41.409385,40.974688,,,Yes,0.013453,Yes,0.024694,Yes,0.035565,,,,
2025-06-03,XLB,42.866776,41.963755,41.543252,40.997719,,,Yes,0.021519,Yes,0.031859,Yes,0.045589,,,,
2025-06-04,XLB,43.028004,42.065112,41.652202,41.01267,,,Yes,0.02289,Yes,0.033031,Yes,0.049139,,,,
2025-06-05,XLB,42.773952,42.132621,41.751055,41.022734,,,Yes,0.015222,Yes,0.0245,Yes,0.042689,,,,
2025-06-06,XLB,42.886322,42.204402,41.824992,41.033483,,,Yes,0.016158,Yes,0.025376,Yes,0.045154,,,,
2025-06-09,XLB,43.174576,42.296799,41.918634,41.050387,,,Yes,0.020753,Yes,0.029961,Yes,0.051746,,,,
2025-06-10,XLB,43.443279,42.405988,42.018789,41.088202,,,Yes,0.024461,Yes,0.033901,Yes,0.057318,,,,
2025-06-11,XLB,43.013351,42.463832,42.093377,41.108331,,,Yes,0.012941,Yes,0.021856,Yes,0.046341,,,,
2025-06-12,XLB,43.194118,42.533383,42.166988,41.128948,,,Yes,0.015535,Yes,0.024359,Yes,0.050212,,,,
2025-06-13,XLB,42.690895,42.548384,42.22985,41.132564,,,Yes,0.003349,Yes,0.010918,Yes,0.037886,,,,
2025-06-16,XLB,43.052433,42.596389,42.281801,41.181811,,,Yes,0.010706,Yes,0.018226,Yes,0.045423,,,,
2025-06-17,XLB,42.632271,42.599806,42.330007,41.273466,,,Yes,0.000762,Yes,0.007141,Yes,0.032922,,,,
2025-06-18,XLB,42.510124,42.591265,42.384075,41.374892,,,No,-0.001905,Yes,0.002974,Yes,0.027438,,,,
