Date,AIQ,AIRR,AMLP,ARKG,AWAY,BATT,BETZ,BOTZ,CIBR,COPX,CORN,CPER,DBA,DIA,DRAM,ETHE,GLD,IAI,IBB,IBIT,IEF,IGV,ITA,IWM,KBE,KBWD,KRE,LITP,OIH,ONLN,PAVE,PDBC,PEJ,PPH,QQQ,REZ,RSP,SHY,SKYY,SLV,SLX,SMH,SOXX,SPY,SRVR,TIP,TLT,UNG,USO,UUP,VIXY,VNQ,VOO,WEAT,XBI,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XOP
2025-03-19,38.07370376586914,70.56474304199219,46.49060821533203,23.100000381469727,20.5,8.856696128845215,18.976726531982422,30.607017517089844,65.73272705078125,41.77853012084961,18.8700008392334,32.0,25.915374755859375,410.2431335449219,,16.70221710205078,281.1099853515625,139.5292510986328,134.22117614746094,48.61000061035156,89.5853271484375,92.93257141113281,155.26011657714844,203.15478515625,51.68041229248047,12.360692977905273,55.556488037109375,6.24616813659668,256.4291687011719,43.71935272216797,38.52341079711914,12.976231575012207,49.464420318603516,90.06143951416016,477.33636474609375,82.00688171386719,170.98646545410156,78.07184600830078,108.97000122070312,30.75,63.79307174682617,226.70458984375,201.5928955078125,556.2030639648438,28.86457061767578,102.88640594482422,85.26194763183594,22.350000381469727,72.41999816894531,27.394412994384766,48.130001068115234,86.19352722167969,511.88421630859375,24.700000762939453,87.04914093017578,42.40083312988281,95.3304443359375,44.30368423461914,48.4697265625,131.12661743164062,106.53011322021484,76.6630859375,39.95176315307617,37.86565017700195,143.15802001953125,97.36918640136719,128.8525390625
2025-03-20,37.674503326416016,70.0063705444336,46.35747146606445,22.860000610351562,20.503000259399414,8.797781944274902,18.88107681274414,30.30919075012207,64.64991760253906,41.265254974365234,18.979999542236328,31.989999771118164,25.963632583618164,409.95025634765625,,16.21909523010254,280.75,139.8832244873047,132.39590454101562,47.849998474121094,89.71741485595703,92.55265045166016,154.01907348632812,201.86521911621094,51.41079330444336,12.344223022460938,55.180850982666016,6.042287826538086,257.27447509765625,43.590087890625,38.28603744506836,12.995484352111816,49.40477752685547,90.25476837158203,475.7183532714844,81.9392318725586,170.2747344970703,78.09077453613281,108.13999938964844,30.5,63.18270492553711,226.345703125,199.98500061035156,554.5946044921875,28.646541595458984,102.97982788085938,85.31803894042969,21.170000076293945,73.7300033569336,27.471771240234375,47.33000183105469,86.13690948486328,510.7059631347656,24.299999237060547,86.18321228027344,42.133399963378906,95.1241455078125,44.46595001220703,48.53817367553711,130.46917724609375,105.7717056274414,76.28817749023438,39.90416717529297,38.01914596557617,143.24571228027344,97.13713073730469,128.7269287109375
2025-03-21,37.764320373535156,69.42805480957031,45.798301696777344,23.31999969482422,20.479999542236328,8.60140323638916,18.840904235839844,30.120563507080078,64.55058288574219,40.42271041870117,18.8799991607666,31.899999618530273,25.809202194213867,410.24456787109375,,16.228952407836914,278.489990234375,139.62757873535156,133.23373413085938,47.70000076293945,89.64192962646484,93.09254455566406,153.63185119628906,200.614990234375,51.31450271606445,12.278346061706543,55.15195083618164,5.921812534332275,254.58123779296875,43.739234924316406,37.831077575683594,12.918474197387695,49.30537033081055,89.54911804199219,477.2866516113281,81.18537139892578,169.49468994140625,78.13807678222656,108.54000091552734,30.020000457763672,61.912750244140625,224.07278442382812,197.89077758789062,554.7776489257812,28.4664363861084,102.8583755493164,84.8131103515625,20.84000015258789,73.79000091552734,27.55879783630371,47.36000061035156,85.18380737304688,510.83355712890625,24.450000762939453,86.71072387695312,41.71522521972656,95.87068939208984,44.15573501586914,48.36216354370117,129.7724609375,106.05919647216797,76.25935363769531,39.513885498046875,37.77450942993164,142.84620666503906,97.48767852783203,126.92012786865234
2025-03-24,38.52280044555664,71.71141815185547,46.126705169677734,24.09000015258789,20.860000610351562,8.699592590332031,19.226369857788086,30.45810317993164,65.5936508178711,41.149044036865234,18.93000030517578,31.84000015258789,25.751291275024414,415.9834289550781,,17.18533706665039,277.25,143.08877563476562,134.959228515625,50.18000030517578,89.12307739257812,95.39212036132812,156.98765563964844,205.60601806640625,52.688697814941406,12.34652042388916,56.65286636352539,5.940347194671631,259.2010498046875,45.16107940673828,38.85968780517578,12.966606140136719,50.89958953857422,89.51045227050781,487.7604064941406,82.55779266357422,172.1212615966797,78.03398895263672,111.37999725341797,29.959999084472656,62.769229888916016,229.9145965576172,203.7665252685547,564.7129516601562,28.684463500976562,102.59678649902344,83.9434585571289,20.65999984741211,74.87999725341797,27.607147216796875,44.310001373291016,86.49549865722656,519.7981567382812,24.049999237060547,88.4078140258789,42.28049850463867,97.22827911376953,44.65883255004883,49.2149658203125,132.17901611328125,108.06782531738281,76.7309341430664,40.063785552978516,37.762428283691406,143.9368438720703,101.14244842529297,128.767578125
2025-03-25,38.61262130737305,71.54191589355469,46.10007858276367,23.489999771118164,20.920000076293945,8.768325805664062,19.156545639038086,30.517669677734375,66.33868408203125,41.95284652709961,18.770000457763672,32.68000030517578,25.838159561157227,416.30609130859375,,17.05715560913086,278.4700012207031,144.28839111328125,132.62530517578125,50.13999938964844,89.27401733398438,96.35193634033203,158.35777282714844,204.46409606933594,52.611106872558594,12.296636581420898,56.47834396362305,5.889377117156982,261.3241882324219,45.1710319519043,38.909141540527344,12.976231575012207,50.69074249267578,87.94451141357422,490.5438537597656,81.62995147705078,171.7097930908203,78.06237030029297,111.81999969482422,30.579999923706055,63.27130126953125,228.93763732910156,202.66482543945312,566.0703735351562,28.295806884765625,102.76494598388672,83.93412780761719,20.329999923706055,74.81999969482422,27.57813835144043,44.66999816894531,85.52498626708984,521.0353393554688,23.899999618530273,86.6759033203125,42.27072525024414,98.45976257324219,44.84161376953125,49.48974609375,132.3759002685547,108.42534637451172,76.03514099121094,39.58477783203125,37.1585807800293,142.09793090820312,101.94944763183594,128.8064422607422
2025-03-26,37.84416198730469,70.42515563964844,46.33971405029297,22.489999771118164,20.68000030517578,8.630860328674316,18.728038787841797,29.82273292541504,65.18636322021484,40.75197982788086,18.559999465942383,32.75,25.64512062072754,414.7515869140625,,16.41628646850586,278.239990234375,141.9874725341797,130.80006408691406,49.18000030517578,89.06645965576172,94.11235046386719,156.0047607421875,202.38693237304688,52.40745162963867,12.221807479858398,56.245643615722656,5.8198723793029785,262.2481384277344,44.46022033691406,38.44428253173828,12.966606140136719,50.442115783691406,87.3065185546875,481.5175476074219,82.20985412597656,171.38650512695312,78.04344940185547,108.6500015258789,30.530000686645508,62.99565887451172,221.3213348388672,196.987548828125,559.3124389648438,28.210494995117188,102.63414764404297,83.38240051269531,20.139999389648438,75.41999816894531,27.70384407043457,46.029998779296875,85.85865783691406,514.9574584960938,23.450000762939453,84.68517303466797,42.34889602661133,97.62235260009766,45.10614776611328,49.3425407409668,131.4998779296875,106.00706481933594,77.21412658691406,39.78595733642578,37.40494918823242,141.57949829101562,100.61764526367188,129.39927673339844
2025-03-27,37.544761657714844,69.56175994873047,46.18883514404297,22.239999771118164,20.624000549316406,8.571946144104004,18.761516571044922,29.64403533935547,64.18694305419922,39.928802490234375,18.510000228881836,31.959999084472656,25.509994506835938,413.49041748046875,,16.475440979003906,281.9700012207031,139.9029083251953,131.23892211914062,49.439998626708984,88.99100494384766,92.50265502929688,155.2501983642578,201.42222595214844,51.99044418334961,12.205179214477539,55.79962921142578,5.8476738929748535,260.2921142578125,44.80865478515625,38.13768005371094,13.005110740661621,50.0443000793457,87.3548583984375,478.77386474609375,82.15186309814453,170.94561767578125,78.08128356933594,106.6500015258789,31.31999969482422,62.680625915527344,217.07455444335938,193.1067657470703,557.8271484375,28.039865493774414,102.84902954101562,83.1392822265625,20.40999984741211,75.4800033569336,27.616817474365234,46.33000183105469,85.63938903808594,513.5406494140625,23.350000381469727,85.13308715820312,42.32935333251953,97.1888656616211,44.668460845947266,49.24440383911133,130.80104064941406,105.02882385253906,78.09353637695312,39.69015884399414,37.395294189453125,141.80445861816406,100.6820068359375,128.10675048828125
2025-03-28,36.466922760009766,68.14435577392578,46.21546173095703,21.549999237060547,19.989999771118164,8.38538646697998,18.235448837280273,28.740617752075195,62.97492599487305,38.74730682373047,18.459999084472656,31.950000762939453,25.548601150512695,406.3338928222656,,15.390883445739746,284.05999755859375,137.0808563232422,129.9522705078125,47.560001373291016,89.70796203613281,89.85315704345703,152.13267517089844,197.3270263671875,50.93336868286133,11.989012718200684,54.69430923461914,5.77353572845459,256.90093994140625,43.56424331665039,37.19808578491211,12.956979751586914,48.43317794799805,87.62551879882812,466.16876220703125,82.9637222290039,168.31028747558594,78.22323608398438,103.52999877929688,31.0,60.90859603881836,211.51185607910156,187.27066040039062,546.5933227539062,27.74600601196289,103.3721923828125,84.28943634033203,21.329999923706055,74.7699966430664,27.56846809387207,50.47999954223633,85.52498626708984,503.2837829589844,23.100000381469727,84.00833892822266,41.55253982543945,94.32196807861328,44.456825256347656,48.29248809814453,128.10411071777344,102.48143768310547,77.70698547363281,39.670997619628906,37.670650482177734,141.3643035888672,97.55303192138672,126.99883270263672
2025-03-31,36.30724334716797,68.08447265625,46.10007858276367,20.760000228881836,19.84000015258789,8.198826789855957,17.979108810424805,28.25415802001953,62.587486267089844,37.836971282958984,18.559999465942383,31.600000381469727,25.423126220703125,410.498779296875,,15.00635814666748,288.1400146484375,137.7691650390625,127.5684585571289,46.810001373291016,89.97212982177734,88.97331237792969,152.00360107421875,196.38198852539062,51.360076904296875,12.013956069946289,55.12092590332031,5.514050483703613,257.64801025390625,43.185951232910156,37.316768646240234,13.120626449584961,48.383453369140625,88.08949279785156,466.1488952636719,83.52427673339844,169.71121215820312,78.28001403808594,102.2300033569336,30.989999771118164,60.544349670410156,210.81402587890625,186.76446533203125,550.2625122070312,27.82184410095215,103.78324890136719,85.1216812133789,21.610000610351562,77.33000183105469,27.59747886657715,50.2599983215332,86.3162612915039,506.3480224609375,23.399999618530273,80.7236328125,42.00690841674805,95.02144622802734,44.947425842285156,48.88130187988281,129.00965881347656,102.53108978271484,78.92463684082031,40.0925178527832,38.09092712402344,142.82174682617188,97.76097106933594,127.99983215332031
2025-04-01,36.64656448364258,68.7332763671875,46.384090423583984,20.200000762939453,19.850000381469727,8.249884605407715,18.001108169555664,28.422927856445312,63.10407638549805,38.098453521728516,18.719999313354492,31.520000457763672,25.992589950561523,410.2152404785156,,15.68667221069336,287.57000732421875,138.1133270263672,124.117431640625,48.29999923706055,90.28824615478516,90.30307006835938,153.1056671142578,196.40167236328125,51.137027740478516,12.055525779724121,54.704002380371094,5.541852951049805,261.5699157714844,43.3950080871582,37.57392501831055,13.139878273010254,48.43317794799805,86.26656341552734,469.9065856933594,83.43730163574219,169.8875732421875,78.3084945678711,103.4000015258789,30.6299991607666,60.57387924194336,211.83087158203125,186.86373901367188,551.816650390625,27.98299217224121,103.84812927246094,85.85928344726562,20.700000762939453,77.08000183105469,27.62648582458496,50.33000183105469,86.35440063476562,508.2101745605469,23.600000381469727,77.79728698730469,42.163246154785156,95.08056640625,45.21196365356445,48.822425842285156,129.73802185058594,103.28091430664062,79.04060363769531,40.12126541137695,38.18754577636719,140.21005249023438,98.7808609008789,128.71897888183594
