Refreshed_At,Status,Message,Raw_Articles,Normalized_Events,Asset_Signals,Provider,Lookback_Hours
2026-09-19T22:51:17.182794+00:00,OK,Live catalyst refresh completed.,50,12,89,Alpha Vantage NEWS_SENTIMENT,36
